,index,restaurant,type,name,description
1056,1056,Goodfellas Wood Oven Pizza,Pizzas Around the World,Southern Style BBQ Chicken ,"Bbq sauce, mozzarella, fior di latte, chicken, red onion, mushroom, green peppers, pineapple."
1057,1057,Goodfellas Wood Oven Pizza,Pizzas Around the World,Fishermans Catch (Medium),"Tomato sauce, mozzarella, jumbo prawns (12), crab, scallops, smoked salmon, garlic oil, capers, green onion (one size only medium 12″)."
1058,1058,Goodfellas Wood Oven Pizza,Pizzas Around the World,Mexicana Picante,"Tomato sauce, blended with pico de gallo, mozzarella, fior di latte, grana padano, spicy chorizo, ground beef, jalapeno, green pepper, grape tomato, and red onion."
1059,1059,Goodfellas Wood Oven Pizza,Pizzas Around the World,Ground Beef Delight,"Tomato sauce, mozzarella, cooked lean ground beef marinated in Mediterranean herbs, red onion, grape tomato, lemon, arugula"
1060,1060,Goodfellas Wood Oven Pizza,Pizzas Around the World,Toscana ,"Tomato sauce, mozzarella, Toscana sausage, red onion, green olive, pancetta."
1061,1061,Bent Taco,"6"" Corn Tortilla Tacos",Taco Corn Baja (Fish),"(Contains GLUTEN) Battered wild seasonal fish, perfect creamy coleslaw, salsa cruda, chipotle mayo and cilantro."
1062,1062,Bent Taco,"6"" Corn Tortilla Tacos",Taco Corn Carnitas (Pork),"Pork Shoulder confit with slivers of juicy cracklings, with  pickled onions, avocado salsa verde, diced onions & cilantro."
1063,1063,Bent Taco,"6"" Corn Tortilla Tacos",Taco Corn Pastor (Pork),"Melted cheese, pork marinated in achiote, salsa cruda, onion and cilantro mix and pineapple"
1064,1064,Bent Taco,"6"" Corn Tortilla Tacos",Taco Corn Tinga Pollo (Chicken),"Melted cheese, chorizo and chipotle chicken stew, queso fresco, sour cream and avocado salsa verde"
1065,1065,Bent Taco,"6"" Corn Tortilla Tacos",Taco Corn Asada (Beef),"Mexican style grilled AAA beef, onion & cilantro, salsa verde avocado and salsa taquera"
1066,1066,Bent Taco,"6"" Corn Tortilla Tacos",Taco Corn Cachete (Beef),"Braised beef cheeks, onion and cilantro and avocado salsa verde"
1067,1067,Bent Taco,"6"" Corn Tortilla Tacos",Taco Corn Cauliflower,"(Contains GLUTEN) Battered cauliflower, perfect creamy coleslaw, pico de gallo, dry onion & cabbage mix"
1068,1068,Bent Taco,"6"" Corn Tortilla Tacos",Taco Corn Rajas Con Crema,"Melted cheese, a mix of stewed poblano peppers, caramelized onion and sweet corn topped with sour cream."
1069,1069,Bent Taco,"6"" Corn Tortilla Tacos",Taco Corn Enfrijolada,"Mix of blanck and pinto beans, romaine, queso fresco and salsa cruda"
1070,1070,Bent Taco,"6"" Flour Tortilla Tacos",Taco Flour Baja (Fish),"(Contains GLUTEN) Battered wild seasonal fish, perfect creamy coleslaw, salsa cruda, chipotle mayo and cilantro."
1071,1071,Bent Taco,"6"" Flour Tortilla Tacos",Taco Flour Carnitas (Pork),"(Contains GLUTEN) Pork confit, onion and cilantro mix, pickled onion and avocado salsa verde"
1072,1072,Bent Taco,"6"" Flour Tortilla Tacos",Taco Flour Pastor (Pork),"(Contains GLUTEN) Melted cheese, pork marinated in achiote, salsa cruda, onion and pineapple pico de gallo"
1073,1073,Bent Taco,"6"" Flour Tortilla Tacos",Taco Flour Tinga Pollo (Chicken/Pork),"(Contains GLUTEN) Melted cheese, chipotle mixed mushrooms and analog meat stew, queso fresco, sour cream and avocado salsa verde"
1074,1074,Bent Taco,"6"" Flour Tortilla Tacos",Taco Flour Asada (Beef),"(Contains GLUTEN) Mexican style grilled AAA beef, onion & cilantro, salsa verde avocado and salsa taquera"
1075,1075,Bent Taco,"6"" Flour Tortilla Tacos",Taco Flour Cachete (Beef),"(Contains GLUTEN) Braised beef cheeks, onion and cilantro and avocado salsa verde"
1076,1076,Bent Taco,"6"" Flour Tortilla Tacos",Taco Flour Cauliflower,"(Contains GLUTEN) Battered cauliflower, perfect creamy coleslaw, pico de gallo, dry onion & cabbage mix"
1077,1077,Bent Taco,"6"" Flour Tortilla Tacos",Taco Flour Rajas,"(Contains GLUTEN) Melted cheese, a mix of stewed poblano peppers, caramelized onion and sweet corn topped with sour cream."
1078,1078,Bent Taco,"6"" Flour Tortilla Tacos",Taco Flour Enfrijolada,"(Contains GLUTEN) Mix of black and pinto beans, romaine, queso fresco and salsa cruda"
1079,1079,Bent Taco,Burritos,Burrito Baja (Fish),"(Contains GLUTEN) Battered ocean wise seasonal fish, served with chipotle and poblano mayo, ancho miel, salsa cruda, rice, perfect creamy coleslaw on a 13"" flour tortilla."
1080,1080,Bent Taco,Burritos,Burrito Carnitas (Pork),"(Contains GLUTEN) Slow cooked pork, served with refried beans, pico de gallo, caramelized onions, salsa verde avocado and rice on a 13"" flour tortilla."
1081,1081,Bent Taco,Burritos,Burrito Carne Asada (Beef),"(Contains GLUTEN) Grilled AAA beef, served with pico de gallo, refried beans, caramelized onions, salsa verde, cream, rice, on a 13"" flour tortilla."
1082,1082,Bent Taco,Burritos,Burrito Cauliflower (Vegetarian),"(Contains GLUTEN) Battered Cauliflower, served with chipotle and poblano mayo, ancho miel, salsa cruda, rice, perfect creamy coleslaw on a 13"" flour tortilla."
1083,1083,Bent Taco,Burritos,Burrito Rajas Con Crema (Vegetarian),"(Contains GLUTEN) Vegetarian. Authentic rajas con crema (roasted poblano peppers), served with beans, chipotle mayo, cream, topped with Mozzarella cheese, rice, perfect creamy coleslaw on a 13"" flour tortilla."
1084,1084,Bent Taco,Especialidades,Online Nachos,"Three tier, double-baked house nachos, corn chips, trio of cheese, refried beans, onions, jalapeos, sweet corn, sour cream, pico de gallo and creamy chipotle sauce."
1085,1085,Bent Taco,Especialidades,Chicken Tortilla Soup,"Roasted tomato and guajillo chicken broth with pulled chipotle chicken and chorizo, queso fresco, sour cream, cilantro, sliced cabbage & corn chip juliennes."
1086,1086,Bent Taco,Sides,Home Made Corn Tortilla Pack (12pcs),
1087,1087,Bent Taco,Sides,Online Appy Guacamole & Chips,
1088,1088,Bent Taco,Sides,Online Appy Pico De Gallo & Chips,
1089,1089,Bent Taco,Sides,Side Guacamole (3oz),
1090,1090,Bent Taco,Sides,Side Pico De Gallo (3oz),
1091,1091,Bent Taco,Sides,Online Side Extra Chips 100gr,
1092,1092,Bent Taco,Sides,Side Beans Refried (4oz),Vegetarian refried beans topped with queso fresco (Vegan Option)
1093,1093,Bent Taco,Sides,Side Cheese Mozzarella (1.5oz),
1094,1094,Bent Taco,Sides,Side Cheese Queso Fresco (1.5oz),
1095,1095,Bent Taco,Sides,Salsa Mild Verde (1.5oz),
1096,1096,Bent Taco,Sides,Salsa Mild Verde (4oz),
1097,1097,Bent Taco,Sides,Salsa Hot Arbol (1.5oz),
1098,1098,Bent Taco,Sides,Salsa Hot Arbol (4oz),
1099,1099,Bent Taco,Sides,Side Cream (1.5oz),
1100,1100,Bent Taco,Sides,Side Mayo Chipotle (1.5oz),
1101,1101,Bent Taco,Sides,Side Mayo Poblano (1.5oz),
1102,1102,Bent Taco,Sides,Side Cajeta (1.5oz),
1103,1103,Bent Taco,Sides,Side Ancho Miel (1.5oz),"Citrus, chile and soy based Sauce"
1104,1104,Bent Taco,Sides,Side Limes,
1105,1105,Bent Taco,Sides,Online Appy Guacamole 6oz,
1106,1106,Bent Taco,Sides,Online Appy Pico De Gallo 6oz,
1107,1107,Bent Taco,Sides,Side Rice (8oz),"Mexican stile rice Cooked with Tomato, onions, Cilantro, garlic and chiles."
1108,1108,Bent Taco,Churros,Churros,"Traditional Mexican dessert, order come with 4, 7” units and a side of cajeta ( kind of Mexican dulce de Leche)"
1109,1109,Bent Taco,Drinks,Mandarin Jarrito,
1110,1110,Bent Taco,Drinks,Pineapple Jarrito,
1111,1111,Bent Taco,Drinks,Lime Jarrito,
1112,1112,Bent Taco,Drinks,Mango Jarrito,
1113,1113,Bent Taco,Drinks,Guava Jarrito,
1114,1114,Bent Taco,Drinks,San Pellegrino Aranciata (Canned) 355ml,
1115,1115,Bent Taco,Drinks,San Pellegrino Rossa (Canned)  355ml,
1116,1116,Bent Taco,Drinks,San Pellegrino Limonata (Canned) 355ml,
1117,1117,Bent Taco,Drinks,Mexican Coca Cola (Bottled),
1118,1118,Bent Taco,Drinks,Coca Cola (Canned) 355ml,
1119,1119,Bent Taco,Drinks,Can Coca Cola Zero (Canned)  355ml,
1120,1120,Bent Taco,Drinks,Sprite (Canned) 355ml,
1121,1121,Lee Chen Asian Bistro,Noodles,Penang Char Kueh Teow,"Stir-fried flat rice noodles with shrimp, fish cake, bean sprouts, eggs, green onions, and chives in slightly chili paste."
1122,1122,Lee Chen Asian Bistro,Noodles,Curry Laksa,"Spicy. Laksa with your choice of chicken or fish balls with yellow noodles and rice vermicelli, bean sprouts, fried tofu, boiled egg, fish cake, and onions in coconut curry broth."
1123,1123,Lee Chen Asian Bistro,Noodles,Penang Mee Goreng,"Malaysian-style fried noodles with bean sprouts, eggs, seafood, shredded tofu, cabbage, tomatoes, and onions in homemade sambal sauce."
1124,1124,Lee Chen Asian Bistro,Noodles,Seafood Curry Laksa,"Spicy. Seafood with yellow noodles and rice vermicelli, bean sprouts, fried tofu, boiled egg, and onions in a coconut curry broth."
1125,1125,Lee Chen Asian Bistro,Noodles,K.L. Hokkien Mee,"Stir-fried thick noodles, shrimp, squid, pork, fish cakes, and vegetables in Malaysian dark soy sauce."
1126,1126,Lee Chen Asian Bistro,Noodles,Cantonese Chow Fun,"Fried flat rice noodles and vermicelli with pork, fish cake, seafood, vegetables, and egg gravy over the noodles."
1127,1127,Lee Chen Asian Bistro,Noodles,Vegetable Laksa,"Spicy. Mixed vegetables with yellow noodles and vermicelli, bean sprouts, fried tofu, boiled egg, and onions in a coconut curry broth."
1128,1128,Lee Chen Asian Bistro,Noodles,Ipoh Ho Fun,"Rice noodles with chicken, bean sprouts, fish cake, and vegetables in chicken soup."
1129,1129,Lee Chen Asian Bistro,Noodles,Sambal Char Mee Hoon,"Fried rice vermicelli with seafood, cabbage, onions, eggs, and bean sprouts in sambal sauce."
1130,1130,Lee Chen Asian Bistro,Noodles,Fish Balls Curry Laksa,"Spicy. Fish balls with yellow noodles and rice vermicelli, bean sprouts, fried tofu, boiled egg, and onions in coconut curry broth."
1131,1131,Lee Chen Asian Bistro,Noodles,Curry Beef Laksa,
1132,1132,Lee Chen Asian Bistro,Noodles,Mee Rebus,"Fresh yellow noodles with hard-boiled egg, fried tofu, shallots, dried small shrimp, and bean sprouts in a spicy and slightly sweet curry gravy."
1133,1133,Lee Chen Asian Bistro,Meat Dishes,Hainanese Chicken,"Poached boneless chicken with cucumbers and soy sauce, served with ginger and chili garlic sauce."
1134,1134,Lee Chen Asian Bistro,Meat Dishes,Rendang Beef,"Spicy. Pan-fried boneless beef stewed in lemongrass, curry, garlic, and coconut milk gravy."
1135,1135,Lee Chen Asian Bistro,Meat Dishes,Basil Chicken,Sweet and tangy boneless chicken stir fried with basil leaves.
1136,1136,Lee Chen Asian Bistro,Meat Dishes,Sizzling Penang Pork Chop,"Pan-fried boneless pork chop with homemade special sauce, curry leaves, and garlic."
1137,1137,Lee Chen Asian Bistro,Meat Dishes,Mongolian Chicken,"Spicy. Pan-fried boneless chicken with house-made special sauce, curry leaves, and garlic."
1138,1138,Lee Chen Asian Bistro,Meat Dishes,Malaysian Sweet-&-Sour Pork,Deep-fried lightly breaded pork with homemade sweet-and-sour sauce.
1139,1139,Lee Chen Asian Bistro,Meat Dishes,Rendang Lamb,"Spicy. Pan-fried lamb shoulder stewed in lemongrass, curry, garlic, and coconut milk gravy."
1140,1140,Lee Chen Asian Bistro,Meat Dishes,Deluxe Curry Platter,"Spicy. Curry chicken, rendang beef and rendang lamb."
1141,1141,Lee Chen Asian Bistro,Meat Dishes,Kari Beef,"Spicy. Boneless beef with potatoes stewed in red curry, lemongrass, and coconut milk."
1142,1142,Lee Chen Asian Bistro,Meat Dishes,Lemon Chicken,Deep-fried breaded chicken topped with caramelized lemon sauce.
1143,1143,Lee Chen Asian Bistro,Meat Dishes,Mango Chicken,"Spicy. Deep-fried breaded chicken topped with shredded mango, onions, and sweet chili sauce."
1144,1144,Lee Chen Asian Bistro,Seafood Dishes,Sweet-&-Sour Fish Fillet,"Deep-fried breaded fish fillet with pineapple, bell peppers, onions, tomatoes, and cucumbers in sweet-and-sour sauce."
1145,1145,Lee Chen Asian Bistro,Seafood Dishes,Crispy Whole Grain Prawns,"Deep-fried crispy prawns with grains, eggs, curry leaves, and mild chili."
1146,1146,Lee Chen Asian Bistro,Seafood Dishes,K.L. Kam Heong Mussels,"Spicy. Wok-fried mussels with curry leaves, curry spices, dried shrimp, shallots, garlic, and chillies."
1147,1147,Lee Chen Asian Bistro,Seafood Dishes,Mango Prawns,"Spicy. Lightly breaded prawns tossed with sweet chili sauce, onions, cucumbers, and mango."
1148,1148,Lee Chen Asian Bistro,Seafood Dishes,Asam Sotong,"Spicy. Squid simmered in tamarind, garlic, chili, shallots, galangal, turmeric, shrimp paste, and lime leaves."
1149,1149,Lee Chen Asian Bistro,Seafood Dishes,Clay Pot Curry Fish Fillet,Spicy. Fish fillet cooked with red curry and vegetables.
1150,1150,Lee Chen Asian Bistro,Seafood Dishes,Clay Pot Curry Jumbo Prawns,Spicy. Prawns cooked with red curry and vegetables.
1151,1151,Lee Chen Asian Bistro,Seafood Dishes,K.L. Kam Heong Prawns,"Spicy. Prawns fried in a wok with curry leaves, curry spices, dried shrimp, shallots, garlic, and chillies."
1152,1152,Lee Chen Asian Bistro,Seafood Dishes,Mango Fish Fillet,"Spicy. Deep-fried fish fillet topped with shredded mango, onions, and sweet chili sauce."
1153,1153,Lee Chen Asian Bistro,Seafood Dishes,Marmite Jumbo Prawns,"Stir-fried jumbo prawns tossed with sweet chili sauce, onions, cucumbers, and mango."
1154,1154,Lee Chen Asian Bistro,Seafood Dishes,Sambal Jumbo Prawns,"Spicy. Wok-fried prawns with sambal sauce, bell peppers, onions, and tomatoes."
1155,1155,Lee Chen Asian Bistro,Starters and Shares,Homemade Roti Canai,Two pieces. Crispy Indian-style pancake served with curry dipping sauce. One order comes with two pieces.
1156,1156,Lee Chen Asian Bistro,Starters and Shares,Penang Satay,"Four pieces. Marinated chicken, pork, or lamb skewers with peanut dipping sauce. One order comes with four skewers."
1157,1157,Lee Chen Asian Bistro,Starters and Shares,Vegetable Spring Rolls,"Four pieces. Jicama, carrots, and cabbage. One order comes with four rolls."
1158,1158,Lee Chen Asian Bistro,Starters and Shares,Chef's Special Chicken Wings,Five pieces. Deep-fried breaded chicken wings. One order comes with five wings.
1159,1159,Lee Chen Asian Bistro,Starters and Shares,Penang Shrimp Roll,"Deep-fried marinated pork, shrimp, and fish in a bean curd sheet wrap."
1160,1160,Lee Chen Asian Bistro,Starters and Shares,Gado-Gado,"Spicy. Indonesian-style salad served with cucumbers, yam beans, bean sprouts, potatoes, tofu, and topped with peanut sauce."
1161,1161,Lee Chen Asian Bistro,Starters and Shares,Crispy Pork,Deep-fried pork belly with fermented bean curd.
1162,1162,Lee Chen Asian Bistro,Starters and Shares,Large Rojak Fruit Salad,"Spicy. Mixed fruits with shrimp paste dressing, topped with crushed peanuts."
1163,1163,Lee Chen Asian Bistro,Starters and Shares,Stir-Fried Radish Cake,"Stir-fried daikon cake with radish, bean sprouts, and onions."
1164,1164,Lee Chen Asian Bistro,Starters and Shares,Pandan Chicken Wings,Two pieces. Marinated chicken wrapped in pandan leaf. One order comes with two wings.
1165,1165,Lee Chen Asian Bistro,Starters and Shares,Sambal Ikan Bilis,Spicy. Stir-fried onions with sambal ikan bilis.
1166,1166,Lee Chen Asian Bistro,Starters and Shares,Penang Tofu,"Penang tofu with onions, cucumbers, and chili sauce."
1167,1167,Lee Chen Asian Bistro,Starters and Shares,Tofu Goreng,"Grilled stuffed tofu with bean sprouts, cucumbers, and jicama, topped with crushed peanuts and sweet sauce."
1168,1168,Lee Chen Asian Bistro,Side Orders,Hainanese Rice,
1169,1169,Lee Chen Asian Bistro,Side Orders,Hainanese Rice Ball,
